Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
DON_MEGA_005310,Rockton,Pennsylvania,No,12345
DON_MEGA_005311,Dewart,Pennsylvania,No,12345
DON_MEGA_005312,Chadds Ford,Pennsylvania,No,12345
DON_MEGA_005313,Smithfield,Pennsylvania,No,12345
DON_MEGA_005314,Dimock,Pennsylvania,No,12345
DON_MEGA_005315,Blandon,Pennsylvania,Yes,12345
DON_MEGA_005316,Donegal,Pennsylvania,Yes,12345
DON_MEGA_005317,Spangler,Pennsylvania,Yes,12345
DON_MEGA_005318,Paoli,Pennsylvania,Yes,12345
DON_MEGA_005319,Shartlesville,Pennsylvania,No,12345
DON_MEGA_005320,Paupack,Pennsylvania,No,12345
DON_MEGA_005321,Stewartstown,Pennsylvania,Yes,12345
DON_MEGA_005322,Garards Fort,Pennsylvania,Yes,12345
DON_MEGA_005323,Lehighton,Pennsylvania,No,12345
DON_MEGA_005324,Adah,Pennsylvania,Yes,12345
DON_MEGA_005325,Wallaceton,Pennsylvania,No,12345
DON_MEGA_005326,Star Junction,Pennsylvania,No,12345
DON_MEGA_005327,Nottingham,Pennsylvania,No,12345
DON_MEGA_005328,Dublin,Pennsylvania,No,12345
DON_MEGA_005329,James City,Pennsylvania,Yes,12345
DON_MEGA_005330,Lebanon,Pennsylvania,Yes,12345
DON_MEGA_005331,Portage,Pennsylvania,Yes,12345
DON_MEGA_005332,Springtown,Pennsylvania,Yes,12345
DON_MEGA_005333,Nicktown,Pennsylvania,No,12345
DON_MEGA_005334,Berlin,Pennsylvania,Yes,12345
DON_MEGA_005335,Homer City,Pennsylvania,Yes,12345
DON_MEGA_005336,Old Zionsville,Pennsylvania,No,12345
DON_MEGA_005337,Rillton,Pennsylvania,No,12345
DON_MEGA_005338,New Bethlehem,Pennsylvania,No,12345
DON_MEGA_005339,Fort Washington,Pennsylvania,Yes,12345
DON_MEGA_005340,Coraopolis,Pennsylvania,Yes,12345
DON_MEGA_005341,Bird In Hand,Pennsylvania,Yes,12345
DON_MEGA_005342,Loganville,Pennsylvania,Yes,12345
DON_MEGA_005343,Limekiln,Pennsylvania,Yes,12345
DON_MEGA_005344,Clairton,Pennsylvania,Yes,12345
DON_MEGA_005345,Richlandtown,Pennsylvania,Yes,12345
DON_MEGA_005346,Hermitage,Pennsylvania,No,12345
DON_MEGA_005347,Newton Hamilton,Pennsylvania,Yes,12345
DON_MEGA_005348,Spinnerstown,Pennsylvania,No,12345
DON_MEGA_005349,Rossville,Pennsylvania,No,12345
DON_MEGA_005350,Snydersburg,Pennsylvania,No,12345
DON_MEGA_005351,Mount Carmel,Pennsylvania,No,12345
DON_MEGA_005352,Markleton,Pennsylvania,No,12345
DON_MEGA_005353,Miquon,Pennsylvania,No,12345
DON_MEGA_005354,East Brady,Pennsylvania,Yes,12345
DON_MEGA_005355,Stockdale,Pennsylvania,No,12345
DON_MEGA_005356,Nicholson,Pennsylvania,No,12345
DON_MEGA_005357,Lyndora,Pennsylvania,Yes,12345
DON_MEGA_005358,Richland,Pennsylvania,No,12345
DON_MEGA_005359,Eagleville,Pennsylvania,No,12345
DON_MEGA_005360,Kennerdell,Pennsylvania,Yes,12345
DON_MEGA_005361,Fort Hill,Pennsylvania,Yes,12345
DON_MEGA_005362,Oreland,Pennsylvania,Yes,12345
DON_MEGA_005363,Listie,Pennsylvania,No,12345
DON_MEGA_005364,Woolrich,Pennsylvania,No,12345
DON_MEGA_005365,Lenni,Pennsylvania,No,12345
DON_MEGA_005366,Benton,Pennsylvania,Yes,12345
DON_MEGA_005367,Wilmerding,Pennsylvania,Yes,12345
DON_MEGA_005368,Port Carbon,Pennsylvania,No,12345
DON_MEGA_005369,Transfer,Pennsylvania,No,12345
DON_MEGA_005370,Holicong,Pennsylvania,Yes,12345
DON_MEGA_005371,North Washington,Pennsylvania,No,12345
DON_MEGA_005372,South Heights,Pennsylvania,No,12345
DON_MEGA_005373,Mifflintown,Pennsylvania,No,12345
DON_MEGA_005374,Smokerun,Pennsylvania,No,12345
DON_MEGA_005375,Utica,Pennsylvania,Yes,12345
DON_MEGA_005376,Rebersburg,Pennsylvania,Yes,12345
DON_MEGA_005377,Delano,Pennsylvania,Yes,12345
DON_MEGA_005378,Elizabeth,Pennsylvania,Yes,12345
DON_MEGA_005379,Indiana,Pennsylvania,No,12345
DON_MEGA_005380,Williamsport,Pennsylvania,Yes,12345
DON_MEGA_005381,Bausman,Pennsylvania,No,12345
DON_MEGA_005382,Dallastown,Pennsylvania,Yes,12345
DON_MEGA_005383,Mount Wolf,Pennsylvania,Yes,12345
DON_MEGA_005384,Freeport,Pennsylvania,No,12345
DON_MEGA_005385,Six Mile Run,Pennsylvania,Yes,12345
DON_MEGA_005386,Millville,Pennsylvania,No,12345
DON_MEGA_005387,Forestville,Pennsylvania,No,12345
DON_MEGA_005388,Dilltown,Pennsylvania,Yes,12345
DON_MEGA_005389,Pipersville,Pennsylvania,Yes,12345
DON_MEGA_005390,Bernville,Pennsylvania,No,12345
DON_MEGA_005391,Patton,Pennsylvania,No,12345
DON_MEGA_005392,New Kingstown,Pennsylvania,Yes,12345
DON_MEGA_005393,Altoona,Pennsylvania,Yes,12345
DON_MEGA_005394,Turbotville,Pennsylvania,No,12345
DON_MEGA_005395,Ono,Pennsylvania,Yes,12345
DON_MEGA_005396,Clarendon,Pennsylvania,No,12345
DON_MEGA_005397,Prompton,Pennsylvania,Yes,12345
DON_MEGA_005398,Pricedale,Pennsylvania,No,12345
DON_MEGA_005399,Plymouth Meeting,Pennsylvania,Yes,12345
DON_MEGA_005400,Warriors Mark,Pennsylvania,Yes,12345
DON_MEGA_005401,Southeastern,Pennsylvania,No,12345
DON_MEGA_005402,Cairnbrook,Pennsylvania,No,12345
DON_MEGA_005403,Earlville,Pennsylvania,No,12345
DON_MEGA_005404,Wyncote,Pennsylvania,No,12345
DON_MEGA_005405,Shawanese,Pennsylvania,Yes,12345
DON_MEGA_005406,Wayne,Pennsylvania,Yes,12345
DON_MEGA_005407,West Mifflin,Pennsylvania,No,12345
DON_MEGA_005408,Hyndman,Pennsylvania,No,12345
DON_MEGA_005409,Fombell,Pennsylvania,Yes,12345
DON_MEGA_005410,Shawanese,Pennsylvania,Yes,12345
DON_MEGA_005411,Crucible,Pennsylvania,No,12345
DON_MEGA_005412,Ulysses,Pennsylvania,No,12345
DON_MEGA_005413,Doylesburg,Pennsylvania,Yes,12345
DON_MEGA_005414,Morann,Pennsylvania,Yes,12345
DON_MEGA_005415,Gowen City,Pennsylvania,No,12345
DON_MEGA_005416,Royersford,Pennsylvania,No,12345
DON_MEGA_005417,Peckville,Pennsylvania,Yes,12345
DON_MEGA_005418,Essington,Pennsylvania,No,12345
DON_MEGA_005419,Oil City,Pennsylvania,Yes,12345
DON_MEGA_005420,Pittston,Pennsylvania,No,12345
DON_MEGA_005421,Austin,Pennsylvania,Yes,12345
DON_MEGA_005422,Armbrust,Pennsylvania,No,12345
DON_MEGA_005423,East Vandergrift,Pennsylvania,No,12345
DON_MEGA_005424,Coal Center,Pennsylvania,Yes,12345
DON_MEGA_005425,Beaver Falls,Pennsylvania,Yes,12345
DON_MEGA_005426,Media,Pennsylvania,Yes,12345
DON_MEGA_005427,Milan,Pennsylvania,No,12345
DON_MEGA_005428,Lemoyne,Pennsylvania,Yes,12345
DON_MEGA_005429,Entriken,Pennsylvania,Yes,12345
DON_MEGA_005430,Conestoga,Pennsylvania,Yes,12345
DON_MEGA_005431,Oliver,Pennsylvania,Yes,12345
DON_MEGA_005432,Highspire,Pennsylvania,No,12345
DON_MEGA_005433,Halifax,Pennsylvania,Yes,12345
DON_MEGA_005434,Weatherly,Pennsylvania,Yes,12345
DON_MEGA_005435,Laporte,Pennsylvania,No,12345
DON_MEGA_005436,Peach Glen,Pennsylvania,Yes,12345
DON_MEGA_005437,Perkiomenville,Pennsylvania,Yes,12345
DON_MEGA_005438,Hostetter,Pennsylvania,Yes,12345
DON_MEGA_005439,Johnstown,Pennsylvania,No,12345
DON_MEGA_005440,Philadelphia,Pennsylvania,Yes,12345
DON_MEGA_005441,Blooming Glen,Pennsylvania,No,12345
DON_MEGA_005442,Wilkes Barre,Pennsylvania,Yes,12345
DON_MEGA_005443,Sigel,Pennsylvania,No,12345
DON_MEGA_005444,Bowmansville,Pennsylvania,Yes,12345
DON_MEGA_005445,Grapeville,Pennsylvania,Yes,12345
DON_MEGA_005446,Orbisonia,Pennsylvania,Yes,12345
DON_MEGA_005447,Abington,Pennsylvania,Yes,12345
DON_MEGA_005448,Fredonia,Pennsylvania,No,12345
DON_MEGA_005449,Ellsworth,Pennsylvania,No,12345
DON_MEGA_005450,Unionville,Pennsylvania,Yes,12345
DON_MEGA_005451,Indianola,Pennsylvania,No,12345
DON_MEGA_005452,Cadogan,Pennsylvania,No,12345
DON_MEGA_005453,Dickson City,Pennsylvania,No,12345
DON_MEGA_005454,Langhorne,Pennsylvania,No,12345
DON_MEGA_005455,Quakertown,Pennsylvania,Yes,12345
DON_MEGA_005456,Douglassville,Pennsylvania,No,12345
DON_MEGA_005457,Morgan,Pennsylvania,Yes,12345
DON_MEGA_005458,Thompson,Pennsylvania,Yes,12345
DON_MEGA_005459,Johnsonburg,Pennsylvania,No,12345
DON_MEGA_005460,Hop Bottom,Pennsylvania,Yes,12345
DON_MEGA_005461,Fleetville,Pennsylvania,No,12345
DON_MEGA_005462,Stony Run,Pennsylvania,Yes,12345
DON_MEGA_005463,Narberth,Pennsylvania,No,12345
DON_MEGA_005464,Sterling,Pennsylvania,No,12345
DON_MEGA_005465,Rillton,Pennsylvania,No,12345
DON_MEGA_005466,Mineral Springs,Pennsylvania,No,12345
DON_MEGA_005467,Fairmount City,Pennsylvania,No,12345
DON_MEGA_005468,Oneida,Pennsylvania,No,12345
DON_MEGA_005469,Driftwood,Pennsylvania,No,12345
DON_MEGA_005470,Christiana,Pennsylvania,No,12345
DON_MEGA_005471,Bart,Pennsylvania,No,12345
DON_MEGA_005472,Oley,Pennsylvania,No,12345
DON_MEGA_005473,Strattanville,Pennsylvania,Yes,12345
DON_MEGA_005474,Pocono Lake Preserve,Pennsylvania,No,12345
DON_MEGA_005475,Girard,Pennsylvania,No,12345
DON_MEGA_005476,Hyde Park,Pennsylvania,Yes,12345
DON_MEGA_005477,Turbotville,Pennsylvania,Yes,12345
DON_MEGA_005478,Creekside,Pennsylvania,Yes,12345
DON_MEGA_005479,Verona,Pennsylvania,Yes,12345
DON_MEGA_005480,Beech Creek,Pennsylvania,Yes,12345
DON_MEGA_005481,Springdale,Pennsylvania,No,12345
DON_MEGA_005482,Chester Springs,Pennsylvania,Yes,12345
DON_MEGA_005483,Lamartine,Pennsylvania,No,12345
DON_MEGA_005484,Petrolia,Pennsylvania,Yes,12345
DON_MEGA_005485,Bryn Athyn,Pennsylvania,No,12345
DON_MEGA_005486,Wyano,Pennsylvania,Yes,12345
DON_MEGA_005487,Waymart,Pennsylvania,Yes,12345
DON_MEGA_005488,Duquesne,Pennsylvania,No,12345
DON_MEGA_005489,Coopersburg,Pennsylvania,Yes,12345
DON_MEGA_005490,Villanova,Pennsylvania,Yes,12345
DON_MEGA_005491,Ackermanville,Pennsylvania,No,12345
DON_MEGA_005492,Avonmore,Pennsylvania,No,12345
DON_MEGA_005493,Drifton,Pennsylvania,Yes,12345
DON_MEGA_005494,Rural Ridge,Pennsylvania,Yes,12345
DON_MEGA_005495,Mary D,Pennsylvania,Yes,12345
DON_MEGA_005496,Lititz,Pennsylvania,No,12345
DON_MEGA_005497,Woodlyn,Pennsylvania,No,12345
DON_MEGA_005498,Spring Creek,Pennsylvania,No,12345
DON_MEGA_005499,Uledi,Pennsylvania,Yes,12345
DON_MEGA_005500,Penfield,Pennsylvania,No,12345
DON_MEGA_005501,Chester Heights,Pennsylvania,Yes,12345
DON_MEGA_005502,Chester,Pennsylvania,Yes,12345
DON_MEGA_005503,Nelson,Pennsylvania,Yes,12345
DON_MEGA_005504,Marsteller,Pennsylvania,Yes,12345
DON_MEGA_005505,Lemont,Pennsylvania,No,12345
DON_MEGA_005506,Fisher,Pennsylvania,No,12345
DON_MEGA_005507,Carversville,Pennsylvania,No,12345
DON_MEGA_005508,Beyer,Pennsylvania,Yes,12345
DON_MEGA_005509,Mendenhall,Pennsylvania,Yes,12345
DON_MEGA_005510,Moosic,Pennsylvania,No,12345
DON_MEGA_005511,Beaver Falls,Pennsylvania,No,12345
DON_MEGA_005512,Bessemer,Pennsylvania,Yes,12345
DON_MEGA_005513,Lurgan,Pennsylvania,Yes,12345
DON_MEGA_005514,Jefferson,Pennsylvania,Yes,12345
DON_MEGA_005515,Plumsteadville,Pennsylvania,Yes,12345
DON_MEGA_005516,Warren,Pennsylvania,Yes,12345
DON_MEGA_005517,Hatboro,Pennsylvania,Yes,12345
DON_MEGA_005518,Dingmans Ferry,Pennsylvania,Yes,12345
DON_MEGA_005519,Liberty,Pennsylvania,No,12345
DON_MEGA_005520,Smock,Pennsylvania,Yes,12345
DON_MEGA_005521,Stevens,Pennsylvania,Yes,12345
DON_MEGA_005522,Wynnewood,Pennsylvania,No,12345
DON_MEGA_005523,Waterfall,Pennsylvania,Yes,12345
DON_MEGA_005524,Moosic,Pennsylvania,Yes,12345
DON_MEGA_005525,Reynoldsville,Pennsylvania,Yes,12345
DON_MEGA_005526,Kemblesville,Pennsylvania,No,12345
DON_MEGA_005527,Aldenville,Pennsylvania,No,12345
DON_MEGA_005528,Lakeville,Pennsylvania,Yes,12345
DON_MEGA_005529,Aleppo,Pennsylvania,No,12345
DON_MEGA_005530,Cherryville,Pennsylvania,No,12345
DON_MEGA_005531,Upper Black Eddy,Pennsylvania,Yes,12345
DON_MEGA_005532,Woolrich,Pennsylvania,Yes,12345
DON_MEGA_005533,Tuscarora,Pennsylvania,Yes,12345
DON_MEGA_005534,Nineveh,Pennsylvania,No,12345
DON_MEGA_005535,Clifton Heights,Pennsylvania,Yes,12345
DON_MEGA_005536,Haverford,Pennsylvania,Yes,12345
DON_MEGA_005537,Saint Peters,Pennsylvania,Yes,12345
DON_MEGA_005538,Chadds Ford,Pennsylvania,No,12345
DON_MEGA_005539,Vestaburg,Pennsylvania,No,12345
DON_MEGA_005540,Dublin,Pennsylvania,Yes,12345
DON_MEGA_005541,Greentown,Pennsylvania,No,12345
DON_MEGA_005542,Dornsife,Pennsylvania,Yes,12345
DON_MEGA_005543,Leeper,Pennsylvania,Yes,12345
DON_MEGA_005544,Strabane,Pennsylvania,No,12345
DON_MEGA_005545,Cooperstown,Pennsylvania,Yes,12345
DON_MEGA_005546,Thompson,Pennsylvania,No,12345
DON_MEGA_005547,Emporium,Pennsylvania,Yes,12345
DON_MEGA_005548,Olanta,Pennsylvania,Yes,12345
DON_MEGA_005549,De Young,Pennsylvania,No,12345
DON_MEGA_005550,New Salem,Pennsylvania,Yes,12345
DON_MEGA_005551,Sybertsville,Pennsylvania,No,12345
DON_MEGA_005552,Mount Wolf,Pennsylvania,Yes,12345
DON_MEGA_005553,Lopez,Pennsylvania,No,12345
DON_MEGA_005554,Blandburg,Pennsylvania,Yes,12345
DON_MEGA_005555,Lincoln University,Pennsylvania,No,12345
DON_MEGA_005556,Audubon,Pennsylvania,No,12345
DON_MEGA_005557,Hustontown,Pennsylvania,No,12345
DON_MEGA_005558,Rimersburg,Pennsylvania,No,12345
DON_MEGA_005559,Centerville,Pennsylvania,No,12345
DON_MEGA_005560,Jersey Shore,Pennsylvania,No,12345
DON_MEGA_005561,Warren,Pennsylvania,No,12345
DON_MEGA_005562,Glenville,Pennsylvania,Yes,12345
DON_MEGA_005563,Allentown,Pennsylvania,No,12345
DON_MEGA_005564,New Berlin,Pennsylvania,Yes,12345
DON_MEGA_005565,Cornwall,Pennsylvania,No,12345
DON_MEGA_005566,Millsboro,Pennsylvania,No,12345
DON_MEGA_005567,Dunlo,Pennsylvania,Yes,12345
DON_MEGA_005568,Adamsville,Pennsylvania,Yes,12345
DON_MEGA_005569,Jamison,Pennsylvania,No,12345
DON_MEGA_005570,Stoneboro,Pennsylvania,No,12345
DON_MEGA_005571,North East,Pennsylvania,No,12345
DON_MEGA_005572,Belle Vernon,Pennsylvania,Yes,12345
DON_MEGA_005573,Madera,Pennsylvania,Yes,12345
DON_MEGA_005574,Hatboro,Pennsylvania,No,12345
DON_MEGA_005575,Lewistown,Pennsylvania,No,12345
DON_MEGA_005576,Quarryville,Pennsylvania,No,12345
DON_MEGA_005577,Mar Lin,Pennsylvania,No,12345
DON_MEGA_005578,Idaville,Pennsylvania,No,12345
DON_MEGA_005579,Bellwood,Pennsylvania,No,12345
DON_MEGA_005580,Dornsife,Pennsylvania,No,12345
DON_MEGA_005581,Cyclone,Pennsylvania,No,12345
DON_MEGA_005582,Monroeton,Pennsylvania,Yes,12345
DON_MEGA_005583,Camptown,Pennsylvania,No,12345
DON_MEGA_005584,Harborcreek,Pennsylvania,No,12345
DON_MEGA_005585,Slatington,Pennsylvania,No,12345
DON_MEGA_005586,Nesquehoning,Pennsylvania,Yes,12345
DON_MEGA_005587,Republic,Pennsylvania,No,12345
DON_MEGA_005588,Renovo,Pennsylvania,No,12345
DON_MEGA_005589,Bentleyville,Pennsylvania,Yes,12345
DON_MEGA_005590,Dallastown,Pennsylvania,No,12345
DON_MEGA_005591,Cresson,Pennsylvania,No,12345
DON_MEGA_005592,Rochester,Pennsylvania,No,12345
DON_MEGA_005593,Mechanicsburg,Pennsylvania,No,12345
DON_MEGA_005594,Greensboro,Pennsylvania,No,12345
DON_MEGA_005595,Le Raysville,Pennsylvania,No,12345
DON_MEGA_005596,Cogan Station,Pennsylvania,Yes,12345
DON_MEGA_005597,Armbrust,Pennsylvania,Yes,12345
DON_MEGA_005598,Hollsopple,Pennsylvania,Yes,12345
DON_MEGA_005599,Conyngham,Pennsylvania,Yes,12345
DON_MEGA_005600,Northpoint,Pennsylvania,No,12345
DON_MEGA_005601,Hopeland,Pennsylvania,No,12345
DON_MEGA_005602,Glen Campbell,Pennsylvania,Yes,12345
DON_MEGA_005603,Friedensburg,Pennsylvania,Yes,12345
DON_MEGA_005604,Doylestown,Pennsylvania,Yes,12345
DON_MEGA_005605,Essington,Pennsylvania,Yes,12345
DON_MEGA_005606,Franklin,Pennsylvania,Yes,12345
DON_MEGA_005607,Sadsburyville,Pennsylvania,No,12345
DON_MEGA_005608,Bernville,Pennsylvania,No,12345
DON_MEGA_005609,Carlisle,Pennsylvania,No,12345
DON_MEGA_005610,Smithfield,Pennsylvania,No,12345
DON_MEGA_005611,Spring House,Pennsylvania,Yes,12345
DON_MEGA_005612,Upper Black Eddy,Pennsylvania,Yes,12345
DON_MEGA_005613,Wellsboro,Pennsylvania,No,12345
DON_MEGA_005614,Midland,Pennsylvania,Yes,12345
DON_MEGA_005615,Gastonville,Pennsylvania,No,12345
DON_MEGA_005616,East Pittsburgh,Pennsylvania,No,12345
DON_MEGA_005617,Reeders,Pennsylvania,Yes,12345
DON_MEGA_005618,Newville,Pennsylvania,No,12345
DON_MEGA_005619,Campbelltown,Pennsylvania,Yes,12345
DON_MEGA_005620,Smethport,Pennsylvania,No,12345
DON_MEGA_005621,Moscow,Pennsylvania,No,12345
DON_MEGA_005622,Thornton,Pennsylvania,Yes,12345
DON_MEGA_005623,Denbo,Pennsylvania,Yes,12345
DON_MEGA_005624,Zelienople,Pennsylvania,Yes,12345
DON_MEGA_005625,Tylersville,Pennsylvania,Yes,12345
DON_MEGA_005626,Townville,Pennsylvania,No,12345
DON_MEGA_005627,Gwynedd,Pennsylvania,Yes,12345
DON_MEGA_005628,Harrisburg,Pennsylvania,No,12345
DON_MEGA_005629,Oakland Mills,Pennsylvania,Yes,12345
DON_MEGA_005630,Dallas,Pennsylvania,No,12345
DON_MEGA_005631,Tobyhanna,Pennsylvania,Yes,12345
DON_MEGA_005632,Fishertown,Pennsylvania,No,12345
DON_MEGA_005633,Pocopson,Pennsylvania,Yes,12345
DON_MEGA_005634,Slatedale,Pennsylvania,No,12345
DON_MEGA_005635,Dayton,Pennsylvania,No,12345
DON_MEGA_005636,Blossburg,Pennsylvania,No,12345
DON_MEGA_005637,Bradfordwoods,Pennsylvania,No,12345
DON_MEGA_005638,Wyoming,Pennsylvania,Yes,12345
DON_MEGA_005639,Beach Lake,Pennsylvania,Yes,12345
DON_MEGA_005640,Light Street,Pennsylvania,No,12345
DON_MEGA_005641,Linden,Pennsylvania,No,12345
DON_MEGA_005642,Woodward,Pennsylvania,No,12345
DON_MEGA_005643,Rock Glen,Pennsylvania,No,12345
DON_MEGA_005644,Picture Rocks,Pennsylvania,No,12345
DON_MEGA_005645,Olyphant,Pennsylvania,No,12345
DON_MEGA_005646,Mar Lin,Pennsylvania,No,12345
DON_MEGA_005647,Gilberton,Pennsylvania,Yes,12345
DON_MEGA_005648,Tafton,Pennsylvania,No,12345
DON_MEGA_005649,Cowanesque,Pennsylvania,Yes,12345
DON_MEGA_005650,Carnegie,Pennsylvania,Yes,12345
DON_MEGA_005651,West Hickory,Pennsylvania,No,12345
DON_MEGA_005652,Graysville,Pennsylvania,Yes,12345
DON_MEGA_005653,Paxtonville,Pennsylvania,Yes,12345
DON_MEGA_005654,Marcus Hook,Pennsylvania,No,12345
DON_MEGA_005655,Baden,Pennsylvania,Yes,12345
DON_MEGA_005656,Juneau,Pennsylvania,Yes,12345
DON_MEGA_005657,Grand Valley,Pennsylvania,No,12345
DON_MEGA_005658,Luxor,Pennsylvania,Yes,12345
DON_MEGA_005659,Crystal Spring,Pennsylvania,Yes,12345
DON_MEGA_005660,Waterville,Pennsylvania,Yes,12345
DON_MEGA_005661,North Apollo,Pennsylvania,No,12345
DON_MEGA_005662,Martin,Pennsylvania,No,12345
DON_MEGA_005663,Volant,Pennsylvania,Yes,12345
DON_MEGA_005664,Lawn,Pennsylvania,No,12345
DON_MEGA_005665,Burnt Cabins,Pennsylvania,Yes,12345
DON_MEGA_005666,Beach Lake,Pennsylvania,No,12345
DON_MEGA_005667,Bechtelsville,Pennsylvania,Yes,12345
DON_MEGA_005668,Maytown,Pennsylvania,No,12345
DON_MEGA_005669,Reading,Pennsylvania,Yes,12345
DON_MEGA_005670,Kelton,Pennsylvania,No,12345
DON_MEGA_005671,Shunk,Pennsylvania,No,12345
DON_MEGA_005672,Lanse,Pennsylvania,Yes,12345
DON_MEGA_005673,Coalport,Pennsylvania,No,12345
DON_MEGA_005674,Tarrs,Pennsylvania,No,12345
DON_MEGA_005675,Denbo,Pennsylvania,No,12345
DON_MEGA_005676,Centre Hall,Pennsylvania,No,12345
DON_MEGA_005677,Newell,Pennsylvania,Yes,12345
DON_MEGA_005678,Normalville,Pennsylvania,Yes,12345
DON_MEGA_005679,Towanda,Pennsylvania,No,12345
DON_MEGA_005680,Rouzerville,Pennsylvania,No,12345
DON_MEGA_005681,Hop Bottom,Pennsylvania,No,12345
DON_MEGA_005682,Lyndora,Pennsylvania,Yes,12345
DON_MEGA_005683,Pine Grove,Pennsylvania,No,12345
DON_MEGA_005684,Thornton,Pennsylvania,Yes,12345
DON_MEGA_005685,Coral,Pennsylvania,Yes,12345
DON_MEGA_005686,Newville,Pennsylvania,Yes,12345
DON_MEGA_005687,Duryea,Pennsylvania,No,12345
DON_MEGA_005688,Rexmont,Pennsylvania,Yes,12345
DON_MEGA_005689,Shamokin Dam,Pennsylvania,No,12345
DON_MEGA_005690,Hazel Hurst,Pennsylvania,No,12345
DON_MEGA_005691,Skippack,Pennsylvania,Yes,12345
DON_MEGA_005692,Beallsville,Pennsylvania,Yes,12345
DON_MEGA_005693,Bunola,Pennsylvania,Yes,12345
DON_MEGA_005694,Calvin,Pennsylvania,No,12345
DON_MEGA_005695,Williamsburg,Pennsylvania,Yes,12345
DON_MEGA_005696,Harrison City,Pennsylvania,Yes,12345
DON_MEGA_005697,Linden,Pennsylvania,Yes,12345
DON_MEGA_005698,Emeigh,Pennsylvania,No,12345
DON_MEGA_005699,Woolrich,Pennsylvania,No,12345
DON_MEGA_005700,Elrama,Pennsylvania,No,12345
DON_MEGA_005701,Sacramento,Pennsylvania,Yes,12345
DON_MEGA_005702,Mountville,Pennsylvania,No,12345
DON_MEGA_005703,Bakerstown,Pennsylvania,No,12345
DON_MEGA_005704,North East,Pennsylvania,No,12345
DON_MEGA_005705,Orrstown,Pennsylvania,No,12345
DON_MEGA_005706,Laceyville,Pennsylvania,No,12345
DON_MEGA_005707,Hooversville,Pennsylvania,Yes,12345
DON_MEGA_005708,Manor,Pennsylvania,No,12345
DON_MEGA_005709,Cheltenham,Pennsylvania,Yes,12345
DON_MEGA_005710,Telford,Pennsylvania,Yes,12345
DON_MEGA_005711,Salina,Pennsylvania,No,12345
DON_MEGA_005712,Glenmoore,Pennsylvania,Yes,12345
DON_MEGA_005713,Ashfield,Pennsylvania,Yes,12345
DON_MEGA_005714,Hyndman,Pennsylvania,Yes,12345
DON_MEGA_005715,Rheems,Pennsylvania,Yes,12345
DON_MEGA_005716,Queen,Pennsylvania,No,12345
DON_MEGA_005717,Cairnbrook,Pennsylvania,No,12345
DON_MEGA_005718,Washington Boro,Pennsylvania,No,12345
DON_MEGA_005719,Ackermanville,Pennsylvania,Yes,12345
DON_MEGA_005720,Warfordsburg,Pennsylvania,Yes,12345
DON_MEGA_005721,Nesquehoning,Pennsylvania,Yes,12345
DON_MEGA_005722,South Gibson,Pennsylvania,No,12345
DON_MEGA_005723,Colver,Pennsylvania,No,12345
DON_MEGA_005724,Mainland,Pennsylvania,Yes,12345
DON_MEGA_005725,Lopez,Pennsylvania,No,12345
DON_MEGA_005726,Dallas,Pennsylvania,Yes,12345
DON_MEGA_005727,Allport,Pennsylvania,No,12345
DON_MEGA_005728,Chalk Hill,Pennsylvania,No,12345
DON_MEGA_005729,Plumville,Pennsylvania,No,12345
DON_MEGA_005730,Daisytown,Pennsylvania,Yes,12345
DON_MEGA_005731,Leola,Pennsylvania,No,12345
DON_MEGA_005732,Mexico,Pennsylvania,No,12345
DON_MEGA_005733,Summerville,Pennsylvania,No,12345
DON_MEGA_005734,Valencia,Pennsylvania,Yes,12345
DON_MEGA_005735,Dallastown,Pennsylvania,No,12345
DON_MEGA_005736,Andreas,Pennsylvania,No,12345
DON_MEGA_005737,Conneautville,Pennsylvania,Yes,12345
DON_MEGA_005738,Franconia,Pennsylvania,No,12345
DON_MEGA_005739,Latrobe,Pennsylvania,Yes,12345
DON_MEGA_005740,Millersburg,Pennsylvania,Yes,12345
DON_MEGA_005741,Smock,Pennsylvania,Yes,12345
DON_MEGA_005742,Shunk,Pennsylvania,No,12345
DON_MEGA_005743,Bunola,Pennsylvania,Yes,12345
DON_MEGA_005744,Wapwallopen,Pennsylvania,Yes,12345
DON_MEGA_005745,Coal Center,Pennsylvania,Yes,12345
DON_MEGA_005746,Center Valley,Pennsylvania,No,12345
DON_MEGA_005747,Waynesburg,Pennsylvania,No,12345
DON_MEGA_005748,Fishertown,Pennsylvania,No,12345
DON_MEGA_005749,Bowmanstown,Pennsylvania,Yes,12345
DON_MEGA_005750,Millrift,Pennsylvania,Yes,12345
DON_MEGA_005751,Carversville,Pennsylvania,No,12345
DON_MEGA_005752,Crosby,Pennsylvania,Yes,12345
DON_MEGA_005753,Brookville,Pennsylvania,Yes,12345
DON_MEGA_005754,Brookville,Pennsylvania,Yes,12345
DON_MEGA_005755,Littlestown,Pennsylvania,No,12345
DON_MEGA_005756,Norvelt,Pennsylvania,No,12345
DON_MEGA_005757,Shickshinny,Pennsylvania,Yes,12345
DON_MEGA_005758,Frackville,Pennsylvania,No,12345
DON_MEGA_005759,Concordville,Pennsylvania,No,12345
DON_MEGA_005760,Denver,Pennsylvania,Yes,12345
DON_MEGA_005761,Breinigsville,Pennsylvania,No,12345
