School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
S0570,Riverside High School,town,47.93,TX,14348,Fort Worth,County S0570,District S0570
S0573,Riverside High School,town,53.67,CA,40063,Los Angeles,County S0573,District S0573
S0576,Deerfield Elementry School,town,36.67,PA,37922,Philadelphia,County S0576,District S0576
S0581,Prairie View Elementry School,suburban,70.52,IL,66836,Rockford,County S0581,District S0581
S0584,Martin Luther King Elementry School,town,37.1,TX,99971,El Paso,County S0584,District S0584
S0585,Martin Luther King Elementry School,urban,37.13,PA,13295,Philadelphia,County S0585,District S0585
S0586,Valley View Elementary School,rural,30.61,TX,23536,El Paso,County S0586,District S0586
S0587,Riverside High School,town,56.08,NY,24090,Queens,County S0587,District S0587
S0591,Lakeside High School,town,30.03,IL,48445,Aurora,County S0591,District S0591
S0592,Lakeside High School,urban,65.03,NY,28305,Buffalo,County S0592,District S0592
S0593,Maple Grove School,unknown,55.32,IL,56348,Rockford,County S0593,District S0593
S0596,Deerfield Elementry School,rural,64.22,NC,93315,Greensboro,County S0596,District S0596
S0599,Washington Elementary School,urban,48.08,NY,52597,Queens,County S0599,District S0599
S0600,Cesar Chavez Elementry School,suburban,42.14,FL,76692,Miami,County S0600,District S0600
S0601,Oakridge Middle School,urban,32.85,NC,65916,Charlotte,County S0601,District S0601
S0603,Hillcrest Middle School,unknown,61.19,TX,55404,Austin,County S0603,District S0603
S0605,Summit Elementary School,town,76.9,TX,76299,El Paso,County S0605,District S0605
S0606,Deerfield Elementry School,unknown,88.9,IL,35508,Rockford,County S0606,District S0606
S0607,Oakridge Middle School,suburban,51.98,OH,86351,Cleveland,County S0607,District S0607
S0608,Hillcrest Middle School,unknown,21.99,NC,25713,Charlotte,County S0608,District S0608
S0610,Valley View Elementary School,suburban,27.22,OH,99939,Cleveland,County S0610,District S0610
S0611,Riverside High School,urban,69.97,MI,80141,Grand Rapids,County S0611,District S0611
S0612,Summit Elementary School,town,56.76,CA,23901,Sacramento,County S0612,District S0612
S0613,Riverside High School,suburban,26.76,TX,18069,San Antonio,County S0613,District S0613
S0614,Riverside High School,unknown,68.73,PA,36305,Pittsburgh,County S0614,District S0614
S0615,Pinecrest Academy,suburban,99.0,NY,78814,Queens,County S0615,District S0615
S0617,Riverside High School,rural,14.44,CA,52474,San Diego,County S0617,District S0617
S0618,Washington Elementary School,town,62.54,FL,11348,Orlando,County S0618,District S0618
S0619,Jefferson High School,town,47.04,NC,30175,Greensboro,County S0619,District S0619
S0620,Valley View Elementary School,rural,43.78,NC,72227,Greensboro,County S0620,District S0620
S0621,Prairie View Elementry School,suburban,29.61,NY,44045,New York,County S0621,District S0621
S0622,Oakridge Middle School,town,5.0,NC,46222,Charlotte,County S0622,District S0622
S0623,Prairie View Elementry School,rural,13.25,PA,75780,Pittsburgh,County S0623,District S0623
S0624,Oakridge Middle School,urban,48.64,TX,88854,San Antonio,County S0624,District S0624
S0625,Pinecrest Academy,urban,19.81,IL,70201,Rockford,County S0625,District S0625
S0627,Riverside High School,urban,18.98,MI,37922,Warren,County S0627,District S0627
S0628,Lincoln Elementary School,rural,99.0,CA,23974,Los Angeles,County S0628,District S0628
S0629,Martin Luther King Elementry School,rural,25.87,GA,35361,Augusta,County S0629,District S0629
S0630,Deerfield Elementry School,unknown,98.5,NY,22422,Queens,County S0630,District S0630
S0631,Valley View Elementary School,suburban,25.89,TX,37987,El Paso,County S0631,District S0631
S0632,Jefferson High School,suburban,33.37,OH,32266,Cleveland,County S0632,District S0632
S0633,Martin Luther King Elementry School,suburban,51.5,NY,30584,Rochester,County S0633,District S0633
S0634,Pinecrest Academy,unknown,80.31,NY,19199,Buffalo,County S0634,District S0634
S0636,Valley View Elementary School,urban,66.41,GA,36966,Atlanta,County S0636,District S0636
S0637,Deerfield Elementry School,unknown,47.41,PA,76705,Philadelphia,County S0637,District S0637
S0638,Pinecrest Academy,town,68.04,IL,37043,Chicago,County S0638,District S0638
S0639,Valley View Elementary School,unknown,93.89,IL,76188,Rockford,County S0639,District S0639
S0640,Valley View Elementary School,suburban,58.24,CA,78615,San Francisco,County S0640,District S0640
S0641,Washington Elementary School,suburban,63.55,FL,20950,Jacksonville,County S0641,District S0641
S0642,Pinecrest Academy,rural,13.21,IL,89247,Aurora,County S0642,District S0642
S0643,Lincoln Elementary School,unknown,32.19,GA,54185,Columbus,County S0643,District S0643
S0644,Washington Elementary School,suburban,65.42,CA,91485,San Jose,County S0644,District S0644
S0645,Prairie View Elementry School,unknown,93.59,TX,74502,Fort Worth,County S0645,District S0645
S0646,Oakridge Middle School,suburban,7.64,NC,92788,Greensboro,County S0646,District S0646
S0647,Prairie View Elementry School,unknown,57.94,CA,37874,Oakland,County S0647,District S0647
S0648,Deerfield Elementry School,town,67.5,MI,34353,Grand Rapids,County S0648,District S0648
S0649,Oakridge Middle School,suburban,78.95,MI,58608,Warren,County S0649,District S0649
S0650,Maple Grove School,town,16.33,OH,67063,Cincinnati,County S0650,District S0650
S0651,Washington Elementary School,urban,28.58,MI,36412,Grand Rapids,County S0651,District S0651
S0652,Riverside High School,suburban,64.6,IL,45035,Chicago,County S0652,District S0652
S0654,Maple Grove School,urban,22.7,GA,83853,Augusta,County S0654,District S0654
S0655,Deerfield Elementry School,urban,50.56,IL,82293,Chicago,County S0655,District S0655
S0656,Maple Grove School,suburban,50.48,FL,74742,Orlando,County S0656,District S0656
S0657,Oakridge Middle School,rural,63.2,IL,66695,Rockford,County S0657,District S0657
S0658,Hillcrest Middle School,rural,42.48,NC,25012,Raleigh,County S0658,District S0658
S0659,Valley View Elementary School,town,65.68,NY,92069,New York,County S0659,District S0659
S0660,Jefferson High School,rural,53.99,NY,54251,Brooklyn,County S0660,District S0660
S0661,Oakridge Middle School,rural,76.46,PA,39004,Pittsburgh,County S0661,District S0661
S0662,Summit Elementary School,town,52.63,GA,37908,Columbus,County S0662,District S0662
S0663,Washington Elementary School,town,33.22,NC,16686,Raleigh,County S0663,District S0663
S0664,Hillcrest Middle School,rural,60.12,MI,67265,Grand Rapids,County S0664,District S0664
S0665,Valley View Elementary School,rural,55.19,CA,60846,Oakland,County S0665,District S0665
S0666,Lincoln Elementary School,unknown,48.49,NY,37718,Brooklyn,County S0666,District S0666
S0667,Valley View Elementary School,town,89.06,IL,19466,Aurora,County S0667,District S0667
S0668,Prairie View Elementry School,unknown,52.44,PA,41077,Pittsburgh,County S0668,District S0668
S0669,Summit Elementary School,suburban,42.74,FL,28954,Miami,County S0669,District S0669
S0670,Lincoln Elementary School,suburban,32.43,NY,85365,Buffalo,County S0670,District S0670
S0671,Summit Elementary School,suburban,5.0,OH,91847,Cleveland,County S0671,District S0671
S0672,Martin Luther King Elementry School,town,43.98,OH,33777,Cleveland,County S0672,District S0672
S0673,Lakeside High School,unknown,46.56,CA,22797,San Jose,County S0673,District S0673
S0674,Jefferson High School,suburban,65.4,NY,47770,New York,County S0674,District S0674
S0675,Lakeside High School,urban,47.5,NY,77932,Brooklyn,County S0675,District S0675
S0676,Hillcrest Middle School,town,25.15,GA,80632,Atlanta,County S0676,District S0676
S0677,Summit Elementary School,rural,58.91,TX,11254,San Antonio,County S0677,District S0677
S0678,Prairie View Elementry School,town,47.27,MI,49260,Grand Rapids,County S0678,District S0678
S0679,Martin Luther King Elementry School,rural,43.8,MI,57817,Detroit,County S0679,District S0679
S0680,Riverside High School,rural,83.75,PA,96878,Philadelphia,County S0680,District S0680
S0681,Jefferson High School,urban,63.6,NC,73391,Greensboro,County S0681,District S0681
S0682,Hillcrest Middle School,urban,65.85,PA,70100,Pittsburgh,County S0682,District S0682
S0684,Summit Elementary School,rural,38.25,FL,16259,Jacksonville,County S0684,District S0684
S0685,Washington Elementary School,suburban,23.3,NC,33067,Charlotte,County S0685,District S0685
S0686,Valley View Elementary School,rural,43.04,GA,49621,Columbus,County S0686,District S0686
S0687,Jefferson High School,rural,42.35,CA,41738,San Francisco,County S0687,District S0687
S0688,Valley View Elementary School,suburban,50.78,NY,94912,Brooklyn,County S0688,District S0688
S0689,Summit Elementary School,urban,71.16,FL,69689,Tampa,County S0689,District S0689
S0690,Martin Luther King Elementry School,rural,70.13,MI,17145,Detroit,County S0690,District S0690
S0691,Oakridge Middle School,rural,63.29,NY,36938,New York,County S0691,District S0691
S0692,Lakeside High School,town,67.05,CA,82292,Oakland,County S0692,District S0692
S0693,Jefferson High School,suburban,28.44,FL,63857,Tampa,County S0693,District S0693
S0694,Summit Elementary School,rural,81.83,NY,88173,Rochester,County S0694,District S0694
S0695,Maple Grove School,urban,52.82,FL,43056,Tampa,County S0695,District S0695
S0696,Jefferson High School,suburban,61.62,TX,56560,Austin,County S0696,District S0696
S0697,Lincoln Elementary School,suburban,71.77,NY,43277,Buffalo,County S0697,District S0697
S0698,Martin Luther King Elementry School,rural,51.19,TX,29163,San Antonio,County S0698,District S0698
S0699,Pinecrest Academy,suburban,11.4,NC,10277,Charlotte,County S0699,District S0699
S0700,Summit Elementary School,rural,29.91,GA,27756,Columbus,County S0700,District S0700
S0701,Hillcrest Middle School,urban,64.35,CA,56132,Oakland,County S0701,District S0701
S0702,Prairie View Elementry School,unknown,32.4,MI,60573,Detroit,County S0702,District S0702
S0703,Jefferson High School,suburban,5.16,IL,24696,Aurora,County S0703,District S0703
S0704,Summit Elementary School,rural,50.14,CA,83654,Oakland,County S0704,District S0704
S0705,Cesar Chavez Elementry School,rural,11.79,MI,14139,Detroit,County S0705,District S0705
S0706,Martin Luther King Elementry School,rural,54.96,NY,38159,Queens,County S0706,District S0706
S0707,Lakeside High School,unknown,39.06,FL,62723,Tampa,County S0707,District S0707
S0709,Oakridge Middle School,town,77.41,NY,55206,Brooklyn,County S0709,District S0709
S0710,Lincoln Elementary School,suburban,25.53,CA,31814,Los Angeles,County S0710,District S0710
S0711,Summit Elementary School,town,23.39,PA,73026,Philadelphia,County S0711,District S0711
S0712,Maple Grove School,suburban,77.12,TX,37054,San Antonio,County S0712,District S0712
S0713,Riverside High School,rural,21.88,GA,50400,Columbus,County S0713,District S0713
S0714,Riverside High School,suburban,69.53,NC,59574,Greensboro,County S0714,District S0714
S0715,Valley View Elementary School,suburban,65.37,CA,16566,Sacramento,County S0715,District S0715
S0718,Prairie View Elementry School,unknown,99.0,TX,10865,San Antonio,County S0718,District S0718
S0719,Summit Elementary School,suburban,27.61,NY,63079,Buffalo,County S0719,District S0719
S0720,Pinecrest Academy,rural,64.41,CA,41582,San Francisco,County S0720,District S0720
S0721,Prairie View Elementry School,urban,13.06,FL,65956,Tampa,County S0721,District S0721
S0722,Cesar Chavez Elementry School,suburban,65.38,NY,10762,Buffalo,County S0722,District S0722
S0723,Washington Elementary School,rural,16.82,NC,27990,Raleigh,County S0723,District S0723
S0724,Riverside High School,unknown,52.3,MI,37001,Warren,County S0724,District S0724
S0725,Cesar Chavez Elementry School,town,53.58,FL,43823,Tampa,County S0725,District S0725
S0726,Pinecrest Academy,suburban,74.74,PA,14450,Pittsburgh,County S0726,District S0726
S0728,Valley View Elementary School,urban,48.01,MI,47463,Grand Rapids,County S0728,District S0728
S0729,Pinecrest Academy,suburban,56.81,TX,94327,Fort Worth,County S0729,District S0729
S0730,Summit Elementary School,rural,53.71,PA,41082,Philadelphia,County S0730,District S0730
S0731,Lincoln Elementary School,urban,53.54,PA,19948,Philadelphia,County S0731,District S0731
S0732,Oakridge Middle School,rural,32.45,PA,42009,Philadelphia,County S0732,District S0732
S0733,Cesar Chavez Elementry School,rural,65.68,IL,96548,Aurora,County S0733,District S0733
S0735,Summit Elementary School,rural,43.25,NY,96943,Rochester,County S0735,District S0735
S0736,Lakeside High School,urban,60.03,NC,85437,Charlotte,County S0736,District S0736
S0737,Deerfield Elementry School,rural,27.99,FL,22775,Tampa,County S0737,District S0737
S0738,Lincoln Elementary School,urban,50.12,IL,48376,Rockford,County S0738,District S0738
S0739,Summit Elementary School,town,62.57,PA,57449,Philadelphia,County S0739,District S0739
S0740,Cesar Chavez Elementry School,urban,46.27,FL,53803,Tampa,County S0740,District S0740
S0741,Pinecrest Academy,suburban,35.6,NY,83403,Brooklyn,County S0741,District S0741
S0742,Pinecrest Academy,urban,22.93,GA,40528,Atlanta,County S0742,District S0742
S0743,Jefferson High School,unknown,43.88,FL,51184,Jacksonville,County S0743,District S0743
S0745,Cesar Chavez Elementry School,suburban,46.79,CA,46525,San Jose,County S0745,District S0745
S0746,Hillcrest Middle School,unknown,53.99,OH,12289,Cleveland,County S0746,District S0746
S0747,Cesar Chavez Elementry School,urban,36.57,OH,49938,Cleveland,County S0747,District S0747
S0748,Deerfield Elementry School,suburban,71.02,GA,17356,Augusta,County S0748,District S0748
S0749,Oakridge Middle School,rural,67.79,TX,64141,Austin,County S0749,District S0749
S0750,Riverside High School,suburban,59.61,NY,31482,Buffalo,County S0750,District S0750
S0751,Cesar Chavez Elementry School,rural,48.86,IL,60633,Rockford,County S0751,District S0751
S0752,Washington Elementary School,town,44.13,OH,95445,Cincinnati,County S0752,District S0752
S0753,Pinecrest Academy,urban,49.42,NC,36779,Charlotte,County S0753,District S0753
S0754,Riverside High School,town,51.87,CA,86693,Sacramento,County S0754,District S0754
S0755,Maple Grove School,urban,15.72,CA,93401,San Diego,County S0755,District S0755
S0756,Pinecrest Academy,rural,43.33,NY,60695,Rochester,County S0756,District S0756
S0759,Prairie View Elementry School,suburban,49.12,FL,29807,Jacksonville,County S0759,District S0759
S0760,Martin Luther King Elementry School,rural,20.56,MI,33171,Grand Rapids,County S0760,District S0760
S0761,Prairie View Elementry School,rural,18.74,MI,54786,Warren,County S0761,District S0761
S0762,Lakeside High School,unknown,35.45,FL,30636,Tampa,County S0762,District S0762
S0764,Washington Elementary School,unknown,99.0,NY,21533,Buffalo,County S0764,District S0764
S0765,Jefferson High School,unknown,81.97,PA,90592,Pittsburgh,County S0765,District S0765
S0766,Maple Grove School,suburban,62.34,OH,11413,Cincinnati,County S0766,District S0766
S0767,Martin Luther King Elementry School,unknown,28.07,NY,97787,Buffalo,County S0767,District S0767
S0768,Lincoln Elementary School,urban,66.75,CA,23179,Oakland,County S0768,District S0768
S0769,Lincoln Elementary School,urban,58.0,OH,99115,Cleveland,County S0769,District S0769
S0770,Prairie View Elementry School,suburban,33.33,CA,44328,San Diego,County S0770,District S0770
S0771,Martin Luther King Elementry School,rural,48.56,NC,37041,Raleigh,County S0771,District S0771
S0772,Hillcrest Middle School,town,59.68,TX,56450,Fort Worth,County S0772,District S0772
S0773,Deerfield Elementry School,suburban,51.1,GA,71028,Augusta,County S0773,District S0773
S0774,Maple Grove School,suburban,87.13,IL,20152,Aurora,County S0774,District S0774
S0775,Jefferson High School,rural,52.57,IL,28919,Rockford,County S0775,District S0775
S0776,Jefferson High School,suburban,64.74,CA,93058,Los Angeles,County S0776,District S0776
S0777,Cesar Chavez Elementry School,urban,41.67,PA,37783,Pittsburgh,County S0777,District S0777
S0779,Prairie View Elementry School,unknown,25.08,CA,47308,Sacramento,County S0779,District S0779
S0780,Jefferson High School,unknown,39.44,CA,30098,Los Angeles,County S0780,District S0780
S0781,Cesar Chavez Elementry School,town,64.07,NC,50059,Charlotte,County S0781,District S0781
S0783,Oakridge Middle School,rural,45.95,TX,26411,San Antonio,County S0783,District S0783
S0784,Lakeside High School,suburban,66.58,FL,83148,Tampa,County S0784,District S0784
S0786,Summit Elementary School,town,64.84,NY,46921,Queens,County S0786,District S0786
S0787,Martin Luther King Elementry School,unknown,54.08,CA,80520,Sacramento,County S0787,District S0787
S0788,Pinecrest Academy,suburban,19.51,CA,29568,San Francisco,County S0788,District S0788
S0789,Prairie View Elementry School,urban,42.68,CA,10332,Oakland,County S0789,District S0789
S0790,Washington Elementary School,urban,43.54,NY,86325,Brooklyn,County S0790,District S0790
S0791,Washington Elementary School,unknown,52.82,CA,53455,Oakland,County S0791,District S0791
S0792,Martin Luther King Elementry School,rural,26.92,OH,84650,Cleveland,County S0792,District S0792
S0794,Lincoln Elementary School,unknown,63.1,CA,55241,Sacramento,County S0794,District S0794
S0795,Lakeside High School,town,90.12,OH,57658,Cleveland,County S0795,District S0795
S0797,Washington Elementary School,suburban,61.14,IL,67077,Chicago,County S0797,District S0797
S0798,Hillcrest Middle School,rural,61.24,TX,13820,Fort Worth,County S0798,District S0798
S0799,Summit Elementary School,unknown,5.92,IL,67954,Chicago,County S0799,District S0799
S0801,Lakeside High School,unknown,34.95,CA,66455,Los Angeles,County S0801,District S0801
S0802,Maple Grove School,rural,49.82,FL,12527,Tampa,County S0802,District S0802
S0803,Riverside High School,rural,27.89,PA,52772,Pittsburgh,County S0803,District S0803
S0804,Washington Elementary School,unknown,68.98,NC,31054,Raleigh,County S0804,District S0804
S0806,Hillcrest Middle School,urban,57.78,NC,98846,Charlotte,County S0806,District S0806
S0807,Pinecrest Academy,unknown,65.0,MI,59150,Detroit,County S0807,District S0807
S0808,Hillcrest Middle School,town,13.73,TX,92179,San Antonio,County S0808,District S0808
S0809,Pinecrest Academy,urban,21.94,MI,22975,Detroit,County S0809,District S0809
S0811,Valley View Elementary School,suburban,79.22,NC,13600,Raleigh,County S0811,District S0811
S0812,Prairie View Elementry School,urban,19.02,FL,46515,Jacksonville,County S0812,District S0812
S0814,Martin Luther King Elementry School,unknown,56.86,TX,26572,Austin,County S0814,District S0814
S0815,Summit Elementary School,rural,48.21,MI,36073,Warren,County S0815,District S0815
S0816,Summit Elementary School,unknown,99.0,GA,92299,Augusta,County S0816,District S0816
S0817,Oakridge Middle School,unknown,25.15,CA,37170,San Jose,County S0817,District S0817
S0818,Oakridge Middle School,suburban,20.78,FL,45275,Tampa,County S0818,District S0818
S0819,Washington Elementary School,urban,55.86,TX,21514,Austin,County S0819,District S0819
S0820,Washington Elementary School,suburban,74.87,PA,35964,Pittsburgh,County S0820,District S0820
S0821,Lakeside High School,suburban,80.63,NY,97708,New York,County S0821,District S0821
S0822,Riverside High School,rural,28.43,GA,31235,Columbus,County S0822,District S0822
S0825,Hillcrest Middle School,town,68.2,TX,88771,San Antonio,County S0825,District S0825
S0826,Lincoln Elementary School,rural,6.63,MI,63355,Warren,County S0826,District S0826
S0827,Cesar Chavez Elementry School,town,87.13,CA,53381,San Diego,County S0827,District S0827
S0828,Lakeside High School,town,60.74,NC,63117,Charlotte,County S0828,District S0828
S0829,Lincoln Elementary School,urban,5.0,PA,24448,Philadelphia,County S0829,District S0829
S0830,Washington Elementary School,rural,51.95,FL,16259,Jacksonville,County S0830,District S0830
S0831,Lincoln Elementary School,rural,29.15,CA,79010,Sacramento,County S0831,District S0831
S0832,Valley View Elementary School,rural,31.72,PA,57623,Philadelphia,County S0832,District S0832
S0833,Deerfield Elementry School,suburban,83.09,IL,37268,Chicago,County S0833,District S0833
S0836,Cesar Chavez Elementry School,rural,30.78,PA,12703,Pittsburgh,County S0836,District S0836
S0837,Summit Elementary School,suburban,24.17,CA,63073,Oakland,County S0837,District S0837
S0838,Jefferson High School,rural,80.41,CA,32108,Sacramento,County S0838,District S0838
S0839,Jefferson High School,suburban,71.91,OH,21743,Cleveland,County S0839,District S0839
S0840,Maple Grove School,town,33.29,NY,42312,Rochester,County S0840,District S0840
S0842,Deerfield Elementry School,suburban,26.17,PA,21877,Pittsburgh,County S0842,District S0842
S0843,Valley View Elementary School,suburban,48.47,NY,47017,Rochester,County S0843,District S0843
S0844,Summit Elementary School,suburban,80.02,TX,73753,San Antonio,County S0844,District S0844
S0846,Washington Elementary School,urban,60.42,CA,75804,Sacramento,County S0846,District S0846
S0847,Martin Luther King Elementry School,rural,67.1,NY,94558,Buffalo,County S0847,District S0847
S0848,Lakeside High School,urban,48.78,PA,14927,Pittsburgh,County S0848,District S0848
S0849,Maple Grove School,rural,36.24,CA,32408,Sacramento,County S0849,District S0849
S0850,Deerfield Elementry School,town,30.84,PA,54203,Pittsburgh,County S0850,District S0850
S0851,Hillcrest Middle School,urban,42.96,FL,76577,Jacksonville,County S0851,District S0851
S0852,Lakeside High School,town,20.4,NY,74317,New York,County S0852,District S0852
S0853,Deerfield Elementry School,unknown,40.7,TX,90198,El Paso,County S0853,District S0853
S0855,Oakridge Middle School,suburban,44.54,NY,93958,Rochester,County S0855,District S0855
S0856,Maple Grove School,urban,21.31,NY,32135,Rochester,County S0856,District S0856
S0857,Deerfield Elementry School,suburban,38.92,TX,29498,San Antonio,County S0857,District S0857
S0858,Summit Elementary School,suburban,45.49,CA,91242,Sacramento,County S0858,District S0858
S0859,Lincoln Elementary School,suburban,78.06,PA,35128,Pittsburgh,County S0859,District S0859
S0860,Oakridge Middle School,suburban,93.43,TX,25447,San Antonio,County S0860,District S0860
S0861,Maple Grove School,urban,45.48,FL,78713,Tampa,County S0861,District S0861
S0862,Summit Elementary School,rural,49.61,CA,89423,Oakland,County S0862,District S0862
S0863,Oakridge Middle School,suburban,21.58,FL,38919,Tampa,County S0863,District S0863
S0866,Jefferson High School,rural,74.21,NC,62501,Raleigh,County S0866,District S0866
S0868,Martin Luther King Elementry School,suburban,96.8,PA,17016,Philadelphia,County S0868,District S0868
S0869,Cesar Chavez Elementry School,town,32.12,CA,49142,San Jose,County S0869,District S0869
S0870,Summit Elementary School,suburban,53.16,NY,75759,New York,County S0870,District S0870
S0871,Lakeside High School,suburban,55.48,NY,11597,Buffalo,County S0871,District S0871
S0872,Pinecrest Academy,town,80.31,CA,32628,San Francisco,County S0872,District S0872
S0873,Jefferson High School,town,52.06,NY,92646,Brooklyn,County S0873,District S0873
S0874,Pinecrest Academy,urban,61.35,GA,91255,Columbus,County S0874,District S0874
S0875,Valley View Elementary School,town,85.38,PA,38238,Pittsburgh,County S0875,District S0875
S0876,Martin Luther King Elementry School,rural,50.31,MI,26558,Warren,County S0876,District S0876
S0877,Lincoln Elementary School,suburban,53.29,NY,97200,New York,County S0877,District S0877
S0878,Washington Elementary School,suburban,64.09,TX,13188,Fort Worth,County S0878,District S0878
S0879,Martin Luther King Elementry School,unknown,71.79,PA,87181,Philadelphia,County S0879,District S0879
S0880,Riverside High School,suburban,80.43,PA,79857,Pittsburgh,County S0880,District S0880
S0881,Maple Grove School,town,54.77,PA,57426,Philadelphia,County S0881,District S0881
S0882,Prairie View Elementry School,unknown,99.0,CA,32883,San Diego,County S0882,District S0882
S0883,Deerfield Elementry School,suburban,69.02,FL,12264,Tampa,County S0883,District S0883
S0884,Deerfield Elementry School,rural,63.16,GA,62440,Columbus,County S0884,District S0884
S0885,Lakeside High School,rural,88.46,MI,43164,Warren,County S0885,District S0885
S0886,Riverside High School,rural,99.0,NC,48723,Charlotte,County S0886,District S0886
S0887,Riverside High School,suburban,15.6,MI,40389,Warren,County S0887,District S0887
S0888,Riverside High School,rural,84.73,NC,69936,Charlotte,County S0888,District S0888
S0889,Prairie View Elementry School,suburban,68.23,NC,96861,Greensboro,County S0889,District S0889
S0890,Deerfield Elementry School,suburban,19.46,CA,49460,Los Angeles,County S0890,District S0890
S0891,Martin Luther King Elementry School,suburban,61.58,IL,61237,Rockford,County S0891,District S0891
S0892,Riverside High School,town,33.32,FL,79731,Miami,County S0892,District S0892
S0893,Jefferson High School,town,56.31,NC,25232,Charlotte,County S0893,District S0893
S0894,Summit Elementary School,town,52.98,NC,13798,Charlotte,County S0894,District S0894
S0895,Riverside High School,urban,22.2,MI,47456,Grand Rapids,County S0895,District S0895
S0897,Lakeside High School,rural,63.65,FL,21481,Miami,County S0897,District S0897
S0898,Lincoln Elementary School,suburban,23.0,FL,98297,Orlando,County S0898,District S0898
S0899,Pinecrest Academy,rural,99.0,NY,81468,New York,County S0899,District S0899
S0900,Deerfield Elementry School,suburban,15.66,MI,60032,Grand Rapids,County S0900,District S0900
S0901,Riverside High School,rural,57.86,MI,11530,Detroit,County S0901,District S0901
S0902,Cesar Chavez Elementry School,suburban,37.91,IL,88381,Aurora,County S0902,District S0902
S0903,Pinecrest Academy,rural,35.64,CA,27856,San Diego,County S0903,District S0903
S0904,Hillcrest Middle School,suburban,66.12,IL,91515,Chicago,County S0904,District S0904
S0905,Lakeside High School,rural,37.28,CA,20463,Oakland,County S0905,District S0905
S0906,Jefferson High School,rural,51.16,CA,51257,Oakland,County S0906,District S0906
S0907,Maple Grove School,urban,61.38,PA,63548,Pittsburgh,County S0907,District S0907
S0908,Lakeside High School,urban,31.46,MI,93431,Warren,County S0908,District S0908
S0909,Martin Luther King Elementry School,town,42.02,CA,61460,Los Angeles,County S0909,District S0909
S0910,Riverside High School,town,58.3,NC,78766,Greensboro,County S0910,District S0910
S0911,Prairie View Elementry School,suburban,60.41,NY,33045,Buffalo,County S0911,District S0911
S0912,Cesar Chavez Elementry School,unknown,39.96,MI,40215,Detroit,County S0912,District S0912
S0913,Oakridge Middle School,urban,34.38,IL,38437,Chicago,County S0913,District S0913
S0914,Oakridge Middle School,rural,46.9,OH,90993,Cincinnati,County S0914,District S0914
S0915,Valley View Elementary School,town,37.46,FL,48897,Miami,County S0915,District S0915
S0916,Cesar Chavez Elementry School,rural,77.38,TX,79167,San Antonio,County S0916,District S0916
S0917,Prairie View Elementry School,urban,22.82,NY,57594,Rochester,County S0917,District S0917
S0918,Summit Elementary School,rural,60.01,TX,97375,Austin,County S0918,District S0918
S0919,Hillcrest Middle School,urban,80.97,IL,33520,Aurora,County S0919,District S0919
S0920,Hillcrest Middle School,town,64.22,CA,35856,Oakland,County S0920,District S0920
S0921,Martin Luther King Elementry School,suburban,5.0,FL,63489,Tampa,County S0921,District S0921
S0922,Pinecrest Academy,suburban,50.55,GA,99928,Columbus,County S0922,District S0922
S0923,Prairie View Elementry School,rural,63.78,NY,15641,Rochester,County S0923,District S0923
S0924,Riverside High School,rural,47.24,TX,87293,Fort Worth,County S0924,District S0924
S0925,Cesar Chavez Elementry School,unknown,72.41,NC,84127,Charlotte,County S0925,District S0925
S0926,Jefferson High School,suburban,59.95,MI,72195,Detroit,County S0926,District S0926
S0927,Valley View Elementary School,unknown,88.54,FL,74683,Jacksonville,County S0927,District S0927
S0928,Oakridge Middle School,urban,5.0,NY,59521,Brooklyn,County S0928,District S0928
S0929,Summit Elementary School,town,33.78,NY,27054,Buffalo,County S0929,District S0929
S0930,Martin Luther King Elementry School,rural,70.33,MI,85793,Grand Rapids,County S0930,District S0930
S0931,Jefferson High School,town,72.56,MI,28664,Grand Rapids,County S0931,District S0931
S0932,Prairie View Elementry School,urban,69.2,PA,42465,Pittsburgh,County S0932,District S0932
S0933,Cesar Chavez Elementry School,suburban,51.09,NC,96757,Raleigh,County S0933,District S0933
S0934,Lakeside High School,rural,59.47,OH,60959,Cleveland,County S0934,District S0934
S0935,Valley View Elementary School,rural,86.86,MI,34042,Grand Rapids,County S0935,District S0935
S0936,Summit Elementary School,urban,45.54,NC,23737,Charlotte,County S0936,District S0936
S0937,Washington Elementary School,suburban,51.21,IL,65260,Aurora,County S0937,District S0937
S0938,Maple Grove School,suburban,93.8,FL,23134,Tampa,County S0938,District S0938
S0939,Riverside High School,unknown,22.62,NY,94455,Queens,County S0939,District S0939
S0940,Summit Elementary School,unknown,66.42,CA,84400,Oakland,County S0940,District S0940
S0941,Martin Luther King Elementry School,town,58.12,FL,90789,Orlando,County S0941,District S0941
S0942,Prairie View Elementry School,rural,54.59,TX,53188,San Antonio,County S0942,District S0942
S0943,Prairie View Elementry School,suburban,50.19,NC,79330,Raleigh,County S0943,District S0943
S0944,Jefferson High School,suburban,5.0,IL,59830,Rockford,County S0944,District S0944
S0945,Lakeside High School,urban,25.56,FL,15519,Jacksonville,County S0945,District S0945
S0946,Valley View Elementary School,town,70.37,IL,79145,Chicago,County S0946,District S0946
S0947,Cesar Chavez Elementry School,unknown,25.64,NY,96874,Buffalo,County S0947,District S0947
S0948,Cesar Chavez Elementry School,unknown,77.32,TX,81649,San Antonio,County S0948,District S0948
